state_name,county_entity_name,census_tract_2020_number_fips_code,tract_type
New York,Tompkins County,36109001600,Directly adjoining
New York,Tompkins County,36109002100,Directly adjoining
New York,Tompkins County,36109002200,Directly adjoining
New York,Tompkins County,36109002300,Generating unit retirement
North Carolina,Bladen County,37017950200,Directly adjoining
North Carolina,Bladen County,37017950301,Directly adjoining
North Carolina,Bladen County,37017950401,Generating unit retirement
North Carolina,Bladen County,37017950402,Directly adjoining
North Carolina,Brunswick County,37019020101,Directly adjoining
North Carolina,Brunswick County,37019020108,Directly adjoining
North Carolina,Brunswick County,37019020205,Directly adjoining
North Carolina,Buncombe County,37021002203,Generating unit retirement
North Carolina,Buncombe County,37021002204,Directly adjoining
North Carolina,Buncombe County,37021002205,Directly adjoining
North Carolina,Buncombe County,37021002303,Directly adjoining
North Carolina,Chatham County,37037020104,Directly adjoining
North Carolina,Chatham County,37037020600,Directly adjoining
North Carolina,Chatham County,37037020702,Generating unit retirement
North Carolina,Chatham County,37037020703,Directly adjoining
North Carolina,Chatham County,37037020704,Directly adjoining
North Carolina,Chatham County,37037020803,Directly adjoining
North Carolina,Cleveland County,37045951501,Directly adjoining
North Carolina,Cleveland County,37045951502,Generating unit retirement
North Carolina,Cleveland County,37045951503,Directly adjoining
North Carolina,Cleveland County,37045951601,Directly adjoining
North Carolina,Davidson County,37057061704,Directly adjoining
North Carolina,Davidson County,37057061807,Directly adjoining
North Carolina,Davidson County,37057062001,Directly adjoining
North Carolina,"Edgecombe
County",37065020400,Directly adjoining
North Carolina,"Edgecombe
County",37065020600,Generating unit retirement
North Carolina,Edgecombe County,37065020700,Directly adjoining
North Carolina,"Edgecombe
County",37065021100,Directly adjoining
North Carolina,"Edgecombe
County",37065021300,Directly adjoining
North Carolina,Gaston County,37071030103,Directly adjoining
North Carolina,Gaston County,37071030104,Generating unit retirement
North Carolina,Gaston County,37071030106,Directly adjoining
North Carolina,Gaston County,37071032405,Directly adjoining
North Carolina,Gaston County,37071032406,Generating unit retirement
North Carolina,Gaston County,37071032510,Directly adjoining
North Carolina,Granville County,37077970101,Directly adjoining
North Carolina,Halifax County,37083930100,Generating unit retirement
North Carolina,Halifax County,37083930200,Directly adjoining
North Carolina,Halifax County,37083930400,Directly adjoining
North Carolina,Halifax County,37083930600,Directly adjoining
North Carolina,Halifax County,37083931000,Directly adjoining
North Carolina,Harnett County,37085071002,Directly adjoining
North Carolina,"Henderson
County",37089930600,Directly adjoining
North Carolina,"Henderson
County",37089930701,Directly adjoining
North Carolina,Lee County,37105030702,Directly adjoining
North Carolina,Lee County,37105030703,Directly adjoining
North Carolina,Lee County,37105030704,Directly adjoining
North Carolina,Lincoln County,37109071102,Directly adjoining
North Carolina,Mecklenburg County,37119005908,Directly adjoining
North Carolina,"Mecklenburg
County",37119005919,Directly adjoining
North Carolina,"Mecklenburg
County",37119005920,Directly adjoining
North Carolina,Mecklenburg County,37119005922,Directly adjoining
North Carolina,"Mecklenburg
County",37119006014,Directly adjoining
North Carolina,"Mecklenburg
County",37119006103,Directly adjoining
North Carolina,Mecklenburg County,37119006222,Directly adjoining
North Carolina,Nash County,37127010400,Directly adjoining
North Carolina,Nash County,37127010603,Directly adjoining
North Carolina,Nash County,37127010604,Directly adjoining
North Carolina,Nash County,37127010700,Directly adjoining
North Carolina,"New Hanover
County",37129010900,Directly adjoining
North Carolina,New Hanover County,37129011300,Directly adjoining
North Carolina,"New Hanover
County",37129011400,Directly adjoining
North Carolina,New Hanover County,37129011503,Generating unit retirement
North Carolina,"New Hanover
County",37129011504,Directly adjoining
North Carolina,"Northampton
County",37131920301,Directly adjoining
North Carolina,Northampton County,37131920401,Directly adjoining
North Carolina,Pender County,37141920502,Directly adjoining
North Carolina,Pender County,37141920602,Directly adjoining
North Carolina,Robeson County,37155960802,Directly adjoining
North Carolina,Robeson County,37155961000,Directly adjoining
North Carolina,Robeson County,37155961100,Generating unit retirement
North Carolina,Robeson County,37155961200,Directly adjoining
North Carolina,Robeson County,37155961302,Directly adjoining
North Carolina,Robeson County,37155961500,Directly adjoining
North Carolina,"Rockingham
County",37157040101,Directly adjoining
North Carolina,"Rockingham
County",37157040200,Generating unit retirement
North Carolina,Rockingham County,37157040300,Directly adjoining
North Carolina,"Rockingham
County",37157040400,Directly adjoining
North Carolina,"Rockingham
County",37157041100,Directly adjoining
North Carolina,Rowan County,37159050800,Directly adjoining
North Carolina,Rowan County,37159050901,Generating unit retirement
North Carolina,Rowan County,37159050903,Directly adjoining
North Carolina,Rowan County,37159050904,Directly adjoining
North Carolina,Rutherford County,37161961102,Directly adjoining
North Carolina,"Rutherford
County",37161961103,Directly adjoining
North Carolina,Vance County,37181960100,Directly adjoining
North Carolina,Vance County,37181960200,Directly adjoining
North Carolina,Wake County,37183053209,Directly adjoining
North Carolina,Wake County,37183053410,Directly adjoining
North Carolina,Wake County,37183053411,Directly adjoining
North Carolina,Wake County,37183053426,Directly adjoining
North Carolina,Wake County,37183053427,Directly adjoining
North Carolina,Wake County,37183053428,Directly adjoining
North Carolina,Warren County,37185950101,Directly adjoining
North Carolina,Warren County,37185950201,Directly adjoining
North Carolina,Warren County,37185950202,Directly adjoining
North Carolina,Wayne County,37191000601,Directly adjoining
North Carolina,Wayne County,37191000901,Generating unit retirement
North Carolina,Wayne County,37191000902,Directly adjoining
North Carolina,Wayne County,37191001000,Directly adjoining
North Carolina,Wayne County,37191001103,Directly adjoining
North Carolina,Wayne County,37191001500,Directly adjoining
North Carolina,Wayne County,37191002000,Directly adjoining
North Dakota,Burleigh County,38015011103,Directly adjoining
North Dakota,Burleigh County,38015011105,Directly adjoining
North Dakota,Cavalier County,38019951100,Directly adjoining
North Dakota,Dunn County,38025962200,Directly adjoining
North Dakota,McKenzie County,38053962500,Directly adjoining
North Dakota,McLean County,38055940100,Directly adjoining
North Dakota,McLean County,38055960800,Directly adjoining
North Dakota,McLean County,38055961001,Directly adjoining
North Dakota,Mercer County,38057961600,Directly adjoining
North Dakota,Mercer County,38057961700,Directly adjoining
North Dakota,Mercer County,38057961800,Generating unit retirement
North Dakota,Morton County,38059020100,Directly adjoining
North Dakota,Morton County,38059020200,Generating unit retirement
North Dakota,Morton County,38059020301,Directly adjoining
North Dakota,Morton County,38059020303,Directly adjoining
North Dakota,Morton County,38059020400,Directly adjoining
North Dakota,Morton County,38059020500,Directly adjoining
North Dakota,Oliver County,38065961200,Directly adjoining
North Dakota,Pembina County,38067950100,Directly adjoining
North Dakota,Pembina County,38067950200,Generating unit retirement
North Dakota,Pembina County,38067950600,Directly adjoining
North Dakota,Stark County,38089963300,Directly adjoining
Ohio,Adams County,39001770302,Directly adjoining
Ohio,Adams County,39001770400,Directly adjoining
Ohio,Adams County,39001770500,Directly adjoining
Ohio,Adams County,39001770600,Generating unit retirement
Ohio,Ashtabula County,39007000200,Directly adjoining
Ohio,Ashtabula County,39007000300,Generating unit retirement
Ohio,Ashtabula County,39007000400,Directly adjoining
Ohio,Ashtabula County,39007000500,Directly adjoining
Ohio,Ashtabula County,39007000704,Directly adjoining
Ohio,Ashtabula County,39007001201,Directly adjoining
Ohio,Ashtabula County,39007990000,Directly adjoining
Ohio,Athens County,39009972600,"Mine closure, Directly adjoining"
Ohio,Athens County,39009972700,Directly adjoining
Ohio,Athens County,39009973400,Directly adjoining
Ohio,Athens County,39009973500,"Mine closure, Directly adjoining"
Ohio,Athens County,39009973600,Directly adjoining
Ohio,Athens County,39009973700,Directly adjoining
Ohio,Belmont County,39013010100,Directly adjoining
Ohio,Belmont County,39013010300,Directly adjoining
Ohio,Belmont County,39013010600,"Mine closure, Directly adjoining"
Ohio,Belmont County,39013010700,"Mine closure, Directly adjoining"
Ohio,Belmont County,39013010802,Directly adjoining
Ohio,Belmont County,39013010901,Directly adjoining
Ohio,Belmont County,39013010902,"Mine closure, Directly adjoining"
Ohio,Belmont County,39013011000,"Mine closure, Directly adjoining"
Ohio,Belmont County,39013011200,"Generating unit retirement, Directly
adjoining"
Ohio,Belmont County,39013011300,Directly adjoining
Ohio,Belmont County,39013011400,Directly adjoining
Ohio,Belmont County,39013012201,"Mine closure, Directly adjoining"
Ohio,Belmont County,39013012202,"Mine closure, Directly adjoining"
Ohio,Belmont County,39013012300,Directly adjoining
Ohio,Belmont County,39013012400,Directly adjoining
Ohio,Brown County,39015951600,Directly adjoining
Ohio,Butler County,39017001001,Directly adjoining
Ohio,Butler County,39017001002,Directly adjoining
Ohio,Butler County,39017001100,Directly adjoining
Ohio,Butler County,39017010301,Directly adjoining
Ohio,Butler County,39017010302,Directly adjoining
Ohio,Butler County,39017010500,Directly adjoining
Ohio,Butler County,39017010600,Generating unit retirement
Ohio,Butler County,39017011005,Directly adjoining
Ohio,Butler County,39017011006,Directly adjoining
Ohio,Butler County,39017012100,Directly adjoining
Ohio,Butler County,39017012200,Generating unit retirement
Ohio,Butler County,39017012300,Directly adjoining
Ohio,Butler County,39017012400,Directly adjoining
Ohio,Butler County,39017012700,Directly adjoining
Ohio,Butler County,39017013000,Directly adjoining
Ohio,Butler County,39017014300,Directly adjoining
Ohio,Butler County,39017014400,Directly adjoining
Ohio,Butler County,39017014600,Directly adjoining
Ohio,Butler County,39017014700,Generating unit retirement
Ohio,Butler County,39017015000,Directly adjoining
Ohio,Butler County,39017015100,Directly adjoining
Ohio,Carroll County,39019720100,Directly adjoining
Ohio,Carroll County,39019720200,Directly adjoining
Ohio,Carroll County,39019720300,"Mine closure, Directly adjoining"
Ohio,Carroll County,39019720400,"Mine closure, Directly adjoining"
Ohio,Carroll County,39019720500,Directly adjoining
Ohio,Carroll County,39019720600,"Mine closure, Directly adjoining"
Ohio,Carroll County,39019720700,Directly adjoining
Ohio,Clermont County,39025041201,Directly adjoining
Ohio,Clermont County,39025041503,Directly adjoining
Ohio,Clermont County,39025041504,Directly adjoining
Ohio,Clermont County,39025041505,Directly adjoining
Ohio,Clermont County,39025041506,Generating unit retirement
Ohio,Clermont County,39025041600,Directly adjoining
Ohio,Clermont County,39025041702,Directly adjoining
Ohio,Clermont County,39025041900,Directly adjoining
Ohio,Clermont County,39025042001,Directly adjoining
Ohio,Clermont County,39025042002,Generating unit retirement
Ohio,"Columbiana
County",39029950100,"Mine closure, Directly adjoining"
Ohio,"Columbiana
County",39029950200,Directly adjoining
Ohio,Columbiana County,39029950300,Directly adjoining
Ohio,"Columbiana
County",39029950400,Directly adjoining
Ohio,Columbiana County,39029950900,Directly adjoining
Ohio,"Columbiana
County",39029951000,Directly adjoining
Ohio,Columbiana County,39029951100,"Mine closure, Directly adjoining"
Ohio,"Columbiana
County",39029951200,"Mine closure, Directly adjoining"
Ohio,"Columbiana
County",39029951300,"Mine closure, Directly adjoining"
Ohio,Columbiana County,39029951401,Directly adjoining
Ohio,"Columbiana
County",39029951402,"Mine closure, Directly adjoining"
Ohio,"Columbiana
County",39029951500,"Mine closure, Directly adjoining"
Ohio,Columbiana County,39029951600,"Mine closure, Directly adjoining"
Ohio,"Columbiana
County",39029951700,"Mine closure, Directly adjoining"
Ohio,"Columbiana
County",39029951800,Directly adjoining
Ohio,Columbiana County,39029951900,Directly adjoining
Ohio,"Columbiana
County",39029952000,Directly adjoining
Ohio,Columbiana County,39029952400,Directly adjoining
Ohio,Coshocton County,39031960900,"Mine closure, Directly adjoining"
Ohio,Coshocton County,39031961000,Directly adjoining
Ohio,Coshocton County,39031961100,Directly adjoining
Ohio,Coshocton County,39031961200,"Mine closure, Generating unit retirement, Directly adjoining"
Ohio,Coshocton County,39031961300,"Mine closure, Directly adjoining"
Ohio,Coshocton County,39031961400,Directly adjoining
Ohio,Coshocton County,39031961500,Directly adjoining
Ohio,Coshocton County,39031961600,Directly adjoining
Ohio,Coshocton County,39031961700,Directly adjoining
Ohio,Coshocton County,39031961800,Directly adjoining
Ohio,Cuyahoga County,39035108201,Directly adjoining
Ohio,Cuyahoga County,39035108301,Directly adjoining
Ohio,Cuyahoga County,39035111202,Generating unit retirement
Ohio,Cuyahoga County,39035111401,Directly adjoining
Ohio,Cuyahoga County,39035111700,Directly adjoining
Ohio,Cuyahoga County,39035112100,Directly adjoining
Ohio,Cuyahoga County,39035192800,Directly adjoining
Ohio,Cuyahoga County,39035198900,Directly adjoining
Ohio,Cuyahoga County,39035199000,Directly adjoining
Ohio,Cuyahoga County,39035990000,Directly adjoining
Ohio,Franklin County,39049009590,Directly adjoining
Ohio,Franklin County,39049009753,Directly adjoining
Ohio,Franklin County,39049010300,Directly adjoining
Ohio,Gallia County,39053953500,Directly adjoining
Ohio,Gallia County,39053953600,Mine closure
Ohio,Gallia County,39053953700,Directly adjoining
Ohio,Gallia County,39053953901,Directly adjoining
Ohio,Gallia County,39053954100,Directly adjoining
Ohio,Guernsey County,39059977100,"Mine closure, Directly adjoining"
Ohio,Guernsey County,39059977200,Directly adjoining
Ohio,Guernsey County,39059977300,Directly adjoining
Ohio,Guernsey County,39059977600,Directly adjoining
Ohio,Guernsey County,39059977700,Directly adjoining
Ohio,Guernsey County,39059977800,Directly adjoining
Ohio,Guernsey County,39059977900,Mine closure
Ohio,Guernsey County,39059978000,Directly adjoining
Ohio,Hamilton County,39061020401,Directly adjoining
Ohio,Hamilton County,39061020403,Generating unit retirement
Ohio,Hamilton County,39061020404,Directly adjoining
Ohio,Hamilton County,39061020501,Directly adjoining
Ohio,Hamilton County,39061020603,Directly adjoining
Ohio,Hamilton County,39061021101,Directly adjoining
Ohio,Hamilton County,39061021102,Directly adjoining
Ohio,Hamilton County,39061026002,Directly adjoining
Ohio,Hamilton County,39061026200,Directly adjoining
Ohio,Hamilton County,39061027500,Directly adjoining
Ohio,Harrison County,39067975600,"Mine closure, Directly adjoining"
Ohio,Harrison County,39067975700,Directly adjoining
Ohio,Harrison County,39067975800,Directly adjoining
Ohio,Harrison County,39067975900,"Mine closure, Directly adjoining"
Ohio,Harrison County,39067976000,"Mine closure, Directly adjoining"
Ohio,Hocking County,39073965500,Directly adjoining
Ohio,Holmes County,39075976301,Directly adjoining
Ohio,Holmes County,39075976302,"Mine closure, Directly adjoining"
Ohio,Holmes County,39075976403,Directly adjoining
Ohio,Holmes County,39075976600,Directly adjoining
Ohio,Holmes County,39075976700,Directly adjoining
Ohio,Holmes County,39075976801,Directly adjoining
Ohio,Holmes County,39075976802,Mine closure
Ohio,Jackson County,39079957700,Directly adjoining
Ohio,Jackson County,39079957800,Directly adjoining
Ohio,Jefferson County,39081000200,Directly adjoining
Ohio,Jefferson County,39081001200,Directly adjoining
Ohio,Jefferson County,39081001300,Directly adjoining
Ohio,Jefferson County,39081001400,Directly adjoining
Ohio,Jefferson County,39081011000,"Generating unit retirement, Directly
adjoining"
Ohio,Jefferson County,39081011100,"Mine closure, Directly adjoining"
Ohio,Jefferson County,39081011401,Directly adjoining
Ohio,Jefferson County,39081011402,"Mine closure, Directly adjoining"
Ohio,Jefferson County,39081011500,"Mine closure, Directly adjoining"
Ohio,Jefferson County,39081011700,Directly adjoining
Ohio,Jefferson County,39081011800,"Mine closure, Directly adjoining"
Ohio,Jefferson County,39081011900,"Mine closure, Directly adjoining"
Ohio,Jefferson County,39081012000,Directly adjoining
Ohio,Jefferson County,39081012100,"Mine closure, Directly adjoining"
Ohio,Jefferson County,39081012200,"Mine closure, Directly adjoining"
Ohio,Jefferson County,39081012300,Directly adjoining
Ohio,Jefferson County,39081012400,Directly adjoining
Ohio,Lake County,39085201500,Directly adjoining
Ohio,Lake County,39085201600,Directly adjoining
Ohio,Lake County,39085201900,Directly adjoining
Ohio,Lake County,39085202000,Generating unit retirement
Ohio,Lake County,39085202100,Directly adjoining
Ohio,Lake County,39085206600,Directly adjoining
Ohio,Lake County,39085990000,Directly adjoining
Ohio,Lawrence County,39087050400,Directly adjoining
Ohio,Lawrence County,39087050501,Directly adjoining
Ohio,Lawrence County,39087050502,Directly adjoining
Ohio,Lawrence County,39087050600,"Mine closure, Directly adjoining"
Ohio,Lawrence County,39087050700,"Mine closure, Directly adjoining"
Ohio,Lawrence County,39087050800,Directly adjoining
Ohio,Lorain County,39093010200,Directly adjoining
Ohio,Lorain County,39093010300,Directly adjoining
Ohio,Lorain County,39093010400,Generating unit retirement
Ohio,Lorain County,39093013101,Directly adjoining
Ohio,Lorain County,39093013202,Directly adjoining
Ohio,Lorain County,39093021100,Directly adjoining
Ohio,Lorain County,39093028100,Directly adjoining
Ohio,Lorain County,39093097401,Directly adjoining
Ohio,Lorain County,39093990200,Directly adjoining
Ohio,Lucas County,39095001201,Directly adjoining
Ohio,Lucas County,39095004600,Directly adjoining
Ohio,Lucas County,39095005501,Directly adjoining
Ohio,Lucas County,39095005502,Directly adjoining
Ohio,Lucas County,39095005601,Directly adjoining
Ohio,Lucas County,39095005602,Directly adjoining
Ohio,Lucas County,39095009800,Directly adjoining
Ohio,Lucas County,39095009901,Directly adjoining
Ohio,Lucas County,39095009902,Generating unit retirement
Ohio,Lucas County,39095010001,Directly adjoining
Ohio,Lucas County,39095010002,Directly adjoining
Ohio,Mahoning County,39099810900,Directly adjoining
Ohio,Mahoning County,39099811001,Directly adjoining
Ohio,Mahoning County,39099811002,Directly adjoining
Ohio,Mahoning County,39099811902,Directly adjoining
Ohio,Mahoning County,39099812001,Directly adjoining
Ohio,Mahoning County,39099812002,Directly adjoining
Ohio,Mahoning County,39099812101,Directly adjoining
Ohio,Mahoning County,39099812102,Directly adjoining
Ohio,Mahoning County,39099812400,Directly adjoining
Ohio,Mahoning County,39099812500,Directly adjoining
Ohio,Mahoning County,39099813501,Mine closure
Ohio,Mahoning County,39099813502,Directly adjoining
Ohio,Mahoning County,39099813601,Directly adjoining
Ohio,Mahoning County,39099813602,Directly adjoining
Ohio,Mahoning County,39099814100,Directly adjoining
Ohio,Medina County,39103417300,Directly adjoining
Ohio,Meigs County,39105964300,Directly adjoining
Ohio,Meigs County,39105964500,Directly adjoining
Ohio,Meigs County,39105964600,Directly adjoining
Ohio,Monroe County,39111966600,"Mine closure, Directly adjoining"
Ohio,Monroe County,39111966700,Directly adjoining
Ohio,Monroe County,39111966800,Directly adjoining
Ohio,Monroe County,39111966900,Directly adjoining
Ohio,Montgomery County,39113050301,Directly adjoining
Ohio,"Montgomery
County",39113050302,Directly adjoining
Ohio,Montgomery County,39113050402,Directly adjoining
Ohio,"Montgomery
County",39113050502,Directly adjoining
Ohio,"Montgomery
County",39113050600,Generating unit retirement
Ohio,Montgomery County,39113060100,Directly adjoining
Ohio,"Montgomery
County",39113060200,Directly adjoining
Ohio,"Montgomery
County",39113070101,Directly adjoining
Ohio,Montgomery County,39113070201,Directly adjoining
Ohio,"Montgomery
County",39113140100,Directly adjoining
Ohio,"Montgomery
County",39113150100,Directly adjoining
Ohio,Montgomery County,39113165000,Directly adjoining
Ohio,Morgan County,39115968800,Generating unit retirement
Ohio,Morgan County,39115968900,Directly adjoining
Ohio,Morgan County,39115969000,Directly adjoining
Ohio,Morgan County,39115969100,Directly adjoining
Ohio,"Muskingum
County",39119911000,"Mine closure, Directly adjoining"
Ohio,Muskingum County,39119911100,Directly adjoining
Ohio,Muskingum County,39119911601,Directly adjoining
Ohio,"Muskingum
County",39119911900,Directly adjoining
Ohio,Muskingum County,39119912600,Directly adjoining
Ohio,"Muskingum
County",39119912700,Directly adjoining
Ohio,Muskingum County,39119912800,Directly adjoining
Ohio,Noble County,39121968300,"Mine closure, Directly adjoining"
Ohio,Noble County,39121968401,Directly adjoining
Ohio,Noble County,39121968500,Directly adjoining
Ohio,Perry County,39127965902,Directly adjoining
Ohio,Perry County,39127966000,Directly adjoining
Ohio,Perry County,39127966100,"Mine closure, Directly adjoining"
Ohio,Perry County,39127966200,Directly adjoining
Ohio,Perry County,39127966301,Directly adjoining
Ohio,Perry County,39127966302,"Mine closure, Directly adjoining"
Ohio,Pickaway County,39129021101,Directly adjoining
Ohio,Pickaway County,39129021201,Directly adjoining
Ohio,Pickaway County,39129021202,Generating unit retirement
Ohio,Pickaway County,39129021403,Directly adjoining
Ohio,Pickaway County,39129021404,Directly adjoining
Ohio,Pickaway County,39129021500,Directly adjoining
Ohio,Richland County,39139002500,Directly adjoining
Ohio,Richland County,39139002600,Generating unit retirement
Ohio,Richland County,39139002700,Directly adjoining
Ohio,Richland County,39139002800,Directly adjoining
Ohio,Scioto County,39145002600,Directly adjoining
Ohio,Scioto County,39145002700,Directly adjoining
Ohio,Scioto County,39145002800,Directly adjoining
Ohio,Stark County,39151700200,Directly adjoining
Ohio,Stark County,39151700400,Directly adjoining
Ohio,Stark County,39151700701,Directly adjoining
Ohio,Stark County,39151700702,Directly adjoining
Ohio,Stark County,39151711700,Directly adjoining
Ohio,Stark County,39151712102,Directly adjoining
Ohio,Stark County,39151712201,Directly adjoining
Ohio,Stark County,39151712202,Directly adjoining
Ohio,Stark County,39151712300,Mine closure
Ohio,Stark County,39151712400,Directly adjoining
Ohio,Stark County,39151712700,Directly adjoining
Ohio,Stark County,39151712800,Directly adjoining
Ohio,Stark County,39151712900,"Mine closure, Directly adjoining"
Ohio,Stark County,39151713000,Directly adjoining
Ohio,Stark County,39151713201,Directly adjoining
Ohio,Stark County,39151714801,Directly adjoining
Ohio,Stark County,39151714802,Directly adjoining
Ohio,Stark County,39151714901,Directly adjoining
Ohio,Stark County,39151714902,"Mine closure, Directly adjoining"
Ohio,Trumbull County,39155932500,Directly adjoining
Ohio,Trumbull County,39155932600,Directly adjoining
Ohio,Trumbull County,39155932802,Directly adjoining
Ohio,Trumbull County,39155933301,Directly adjoining
Ohio,Trumbull County,39155933302,Generating unit retirement
Ohio,Trumbull County,39155933900,Directly adjoining
Ohio,"Tuscarawas
County",39157020100,"Mine closure, Directly adjoining"
Ohio,"Tuscarawas
County",39157020200,Directly adjoining
Ohio,Tuscarawas County,39157020300,Directly adjoining
Ohio,"Tuscarawas
County",39157020400,"Mine closure, Directly adjoining"
Ohio,"Tuscarawas
County",39157020500,"Mine closure, Directly adjoining"
Ohio,Tuscarawas County,39157020600,Directly adjoining
Ohio,"Tuscarawas
County",39157020700,"Mine closure, Directly adjoining"
Ohio,"Tuscarawas
County",39157020900,Directly adjoining
Ohio,Tuscarawas County,39157021000,Directly adjoining
Ohio,"Tuscarawas
County",39157021100,Directly adjoining
Ohio,Tuscarawas County,39157021200,Directly adjoining
Ohio,Tuscarawas County,39157021300,"Mine closure, Directly adjoining"
Ohio,"Tuscarawas
County",39157021400,Directly adjoining
Ohio,Tuscarawas County,39157021501,Directly adjoining
Ohio,Tuscarawas County,39157021502,"Mine closure, Directly adjoining"
Ohio,"Tuscarawas
County",39157021503,"Mine closure, Directly adjoining"
Ohio,Tuscarawas County,39157021600,"Mine closure, Directly adjoining"
Ohio,"Tuscarawas
County",39157021700,Directly adjoining
Ohio,"Tuscarawas
County",39157021800,"Mine closure, Directly adjoining"
Ohio,Tuscarawas County,39157021900,Directly adjoining
Ohio,"Tuscarawas
County",39157022001,Directly adjoining
Ohio,"Tuscarawas
County",39157022002,"Mine closure, Directly adjoining"
Ohio,Vinton County,39163953200,Directly adjoining
Ohio,Warren County,39165030101,Directly adjoining
Ohio,Warren County,39165030102,Directly adjoining
Ohio,Warren County,39165030501,Directly adjoining
Ohio,Washington County,39167020201,Directly adjoining
Ohio,"Washington
County",39167020300,Generating unit retirement
Ohio,"Washington
County",39167020400,Directly adjoining
Ohio,Washington County,39167020500,Directly adjoining
Ohio,"Washington
County",39167021100,Directly adjoining
Ohio,Washington County,39167021201,Directly adjoining
Ohio,Washington County,39167021202,Directly adjoining
Ohio,"Washington
County",39167021300,Directly adjoining
Ohio,Washington County,39167021500,Directly adjoining
Ohio,"Washington
County",39167021600,Directly adjoining
Ohio,"Washington
County",39167021700,Directly adjoining
Ohio,Wayne County,39169001700,Directly adjoining
Ohio,Wayne County,39169002500,Directly adjoining
Ohio,Wayne County,39169002902,Directly adjoining
Ohio,Wayne County,39169003000,Directly adjoining
Ohio,Wayne County,39169003400,Generating unit retirement
Ohio,Wayne County,39169003500,Directly adjoining
Oklahoma,Craig County,40035373100,"Mine closure, Directly adjoining"
Oklahoma,Craig County,40035373200,"Mine closure, Directly adjoining"
Oklahoma,Craig County,40035373300,Directly adjoining
Oklahoma,Craig County,40035373400,Directly adjoining
Oklahoma,Craig County,40035373500,Directly adjoining
Oklahoma,Haskell County,40061279100,Directly adjoining
Oklahoma,Haskell County,40061279300,Directly adjoining
Oklahoma,Haskell County,40061279400,Directly adjoining
Oklahoma,Jackson County,40065968100,Directly adjoining
Oklahoma,Jackson County,40065968300,Directly adjoining
Oklahoma,Latimer County,40077087100,"Mine closure, Directly adjoining"
Oklahoma,Latimer County,40077087200,Directly adjoining
Oklahoma,Latimer County,40077087300,Directly adjoining
Oklahoma,Le Flore County,40079040299,Directly adjoining
Oklahoma,Le Flore County,40079040301,"Mine closure, Directly adjoining"
Oklahoma,Le Flore County,40079040302,Directly adjoining
Oklahoma,Le Flore County,40079040303,Directly adjoining
Oklahoma,Le Flore County,40079040401,Directly adjoining
Oklahoma,Le Flore County,40079040402,Directly adjoining
Oklahoma,Le Flore County,40079040500,"Mine closure, Directly adjoining"
Oklahoma,Le Flore County,40079040601,Directly adjoining
Oklahoma,Le Flore County,40079040602,"Mine closure, Directly adjoining"
Oklahoma,Le Flore County,40079040700,Directly adjoining
Oklahoma,Mayes County,40097040700,Directly adjoining
Oklahoma,Mayes County,40097040801,Directly adjoining
Oklahoma,Nowata County,40105172100,Directly adjoining
Oklahoma,Nowata County,40105172200,Directly adjoining
Oklahoma,Nowata County,40105172300,"Mine closure, Directly adjoining"
Oklahoma,Nowata County,40105172400,Directly adjoining
Oklahoma,Ottawa County,40115574100,Directly adjoining
Oklahoma,Ottawa County,40115574700,Directly adjoining
Oklahoma,Ottawa County,40115574800,Directly adjoining
Oklahoma,Rogers County,40131050301,Directly adjoining
Oklahoma,Rogers County,40131050304,Directly adjoining
Oklahoma,Rogers County,40131050403,Directly adjoining
Oklahoma,Rogers County,40131050702,Directly adjoining
Oklahoma,Rogers County,40131050801,Generating unit retirement
Oklahoma,Rogers County,40131050802,Directly adjoining
Oklahoma,Tillman County,40141070100,Directly adjoining
Oklahoma,Tulsa County,40143005404,Directly adjoining
Oklahoma,Washington County,40147001000,Directly adjoining
Oklahoma,"Washington
County",40147001100,Directly adjoining
Oklahoma,Washington County,40147001200,Directly adjoining
Oklahoma,"Washington
County",40147001300,Directly adjoining
Oregon,Gilliam County,41021960100,Directly adjoining
Oregon,Morrow County,41049970101,Generating unit retirement
Oregon,Morrow County,41049970102,Directly adjoining
Oregon,Morrow County,41049970200,Directly adjoining
Pennsylvania,Allegheny County,42003405000,Directly adjoining
Pennsylvania,Allegheny County,42003415001,Directly adjoining
Pennsylvania,Allegheny County,42003415002,Directly adjoining
Pennsylvania,Allegheny County,42003416000,Directly adjoining
Pennsylvania,Allegheny County,42003417100,Directly adjoining
Pennsylvania,Allegheny County,42003417200,Generating unit retirement
Pennsylvania,Allegheny County,42003418000,Directly adjoining
Pennsylvania,Allegheny County,42003419000,Mine closure
Pennsylvania,Allegheny County,42003421100,Directly adjoining
Pennsylvania,Allegheny County,42003422000,Directly adjoining
Pennsylvania,Allegheny County,42003451300,Directly adjoining
Pennsylvania,Allegheny County,42003452000,Directly adjoining
Pennsylvania,Allegheny County,42003453003,"Mine closure, Directly adjoining"
Pennsylvania,Allegheny County,42003453004,Directly adjoining
Pennsylvania,Allegheny County,42003455000,"Mine closure, Directly adjoining"
Pennsylvania,Allegheny County,42003456001,Directly adjoining
Pennsylvania,Allegheny County,42003456003,Directly adjoining
Pennsylvania,Allegheny County,42003457100,Directly adjoining
Pennsylvania,Allegheny County,42003457200,Directly adjoining
Pennsylvania,Allegheny County,42003458001,"Mine closure, Directly adjoining"
